Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
THIRD-302516,N,Leicester,Normal,Female,Fresh Produce,8.58,5,2.06,45.48,19/06/2025,11:50:42,Debit Card,43.31,0.08,3.5,6.2
THIRD-302517,P,Coventry,Normal,Female,Health & Wellness,36.78,9,15.92,350.96,16/09/2025,12:39:47,Mobile Wallet,334.25,0.24,80.98,7.0
THIRD-302518,N,Leicester,Member,Female,Fresh Produce,6.52,4,1.25,27.65,27/09/2025,18:21:57,Credit Card,26.33,0.08,2.13,6.6
THIRD-302519,P,Coventry,Normal,Female,Fresh Produce,9.53,1,0.46,10.1,18/10/2025,19:57:09,Credit Card,9.62,0.08,0.77,7.0
THIRD-302520,P,Coventry,Normal,Female,Frozen Foods,16.0,7,5.38,118.69,14/03/2025,11:25:10,Mobile Wallet,113.04,0.1,11.42,6.2
THIRD-302521,N,Leicester,Member,Female,Snacks,3.13,11,1.66,36.51,14/10/2025,12:40:22,Mobile Wallet,34.77,0.17,5.97,7.3
THIRD-302522,M,Nottingham,Normal,Male,Frozen Foods,4.24,5,1.02,22.49,25/05/2025,14:15:39,Credit Card,21.42,0.1,2.16,5.5
THIRD-302523,N,Leicester,Normal,Male,Dairy & Eggs,1.8,7,0.61,13.36,02/02/2025,18:45:44,Mobile Wallet,12.72,0.07,0.9,6.9
THIRD-302524,P,Coventry,Normal,Male,Beverages,14.86,2,1.43,31.51,31/05/2025,21:11:46,Mobile Wallet,30.01,0.13,3.94,5.4
THIRD-302525,M,Nottingham,Normal,Male,Personal Care,4.89,4,0.94,20.73,26/12/2025,08:05:38,Credit Card,19.74,0.21,4.19,6.8
THIRD-302526,P,Coventry,Member,Male,Personal Care,18.39,9,7.96,175.43,02/11/2025,16:28:52,Credit Card,167.08,0.21,35.43,6.6
THIRD-302527,P,Coventry,Member,Male,Snacks,2.33,8,0.9,19.76,11/02/2025,17:43:47,Debit Card,18.82,0.17,3.23,7.6
THIRD-302528,P,Coventry,Member,Female,Health & Wellness,40.62,2,3.91,86.13,02/10/2025,21:12:17,Cash,82.03,0.24,19.88,7.4
THIRD-302529,N,Leicester,Member,Male,Household,10.67,13,6.67,147.05,13/12/2025,11:10:42,Debit Card,140.05,0.19,26.86,7.4
THIRD-302530,P,Coventry,Normal,Female,Bakery,3.57,4,0.69,15.13,27/11/2025,15:37:28,Debit Card,14.41,0.11,1.6,5.1
THIRD-302531,N,Leicester,Member,Female,Personal Care,15.42,11,8.16,179.85,06/01/2025,20:46:33,Debit Card,171.29,0.21,36.32,6.9
THIRD-302532,M,Nottingham,Normal,Male,Bakery,8.55,2,0.82,18.12,14/09/2025,15:17:26,Debit Card,17.26,0.11,1.92,8.6
THIRD-302533,M,Nottingham,Normal,Female,Baby Products,34.5,3,4.98,109.71,28/03/2025,18:18:56,Debit Card,104.49,0.18,18.98,5.7
THIRD-302534,M,Nottingham,Normal,Female,Snacks,5.35,2,0.51,11.33,02/11/2025,11:39:41,Debit Card,10.79,0.17,1.86,5.7
THIRD-302535,P,Coventry,Member,Female,Dairy & Eggs,2.72,3,0.39,8.66,08/11/2025,16:27:29,Credit Card,8.25,0.07,0.58,7.2
THIRD-302536,P,Coventry,Member,Male,Dairy & Eggs,3.09,2,0.3,6.55,18/10/2025,17:39:32,Debit Card,6.24,0.07,0.45,7.3
THIRD-302537,M,Nottingham,Normal,Male,Dairy & Eggs,7.14,3,1.03,22.72,08/05/2025,19:27:58,Mobile Wallet,21.64,0.07,1.53,7.0
THIRD-302538,N,Leicester,Normal,Male,Personal Care,21.8,1,1.05,23.11,11/05/2025,12:48:18,Cash,22.01,0.21,4.66,6.3
THIRD-302539,M,Nottingham,Normal,Female,Baby Products,15.42,3,2.22,49.05,07/02/2025,13:10:04,Credit Card,46.71,0.18,8.49,5.8
THIRD-302540,P,Coventry,Member,Male,Frozen Foods,17.43,5,4.19,92.39,04/01/2025,17:06:55,Cash,87.99,0.1,8.88,5.4
THIRD-302541,P,Coventry,Normal,Male,Fresh Produce,5.28,5,1.27,28.0,30/11/2025,12:48:48,Cash,26.67,0.08,2.15,5.3
THIRD-302542,P,Coventry,Member,Male,Household,25.76,4,4.95,109.23,25/10/2025,19:27:59,Debit Card,104.03,0.19,19.96,4.8
THIRD-302543,M,Nottingham,Normal,Male,Household,24.02,1,1.16,25.47,28/06/2025,20:10:07,Debit Card,24.26,0.19,4.65,8.5
THIRD-302544,P,Coventry,Member,Female,Fresh Produce,2.0,5,0.48,10.58,20/10/2025,12:33:18,Credit Card,10.08,0.08,0.82,7.2
THIRD-302545,P,Coventry,Member,Female,Frozen Foods,5.42,1,0.26,5.74,02/12/2025,17:51:50,Mobile Wallet,5.47,0.1,0.55,6.6
THIRD-302546,M,Nottingham,Member,Male,Bakery,9.72,4,1.87,41.23,09/04/2025,18:53:28,Debit Card,39.27,0.11,4.36,8.9
THIRD-302547,N,Leicester,Member,Female,Dairy & Eggs,6.76,3,0.98,21.5,16/09/2025,18:45:39,Credit Card,20.48,0.07,1.45,5.2
THIRD-302548,N,Leicester,Normal,Male,Personal Care,14.94,1,0.72,15.84,24/02/2025,17:07:30,Credit Card,15.09,0.21,3.2,6.3
THIRD-302549,M,Nottingham,Member,Female,Fresh Produce,6.88,1,0.33,7.3,17/12/2025,18:51:13,Mobile Wallet,6.95,0.08,0.56,6.6
THIRD-302550,P,Coventry,Normal,Female,Personal Care,14.37,9,6.22,137.13,07/01/2025,17:23:50,Credit Card,130.6,0.21,27.69,5.3
THIRD-302551,P,Coventry,Member,Male,Fresh Produce,8.62,2,0.83,18.28,23/04/2025,13:12:00,Debit Card,17.41,0.08,1.41,7.6
THIRD-302552,M,Nottingham,Member,Male,Personal Care,11.81,1,0.57,12.53,02/02/2025,15:10:46,Credit Card,11.93,0.21,2.53,6.4
THIRD-302553,P,Coventry,Normal,Female,Baby Products,28.57,3,4.12,90.86,14/11/2025,19:03:32,Debit Card,86.53,0.18,15.72,4.1
THIRD-302554,M,Nottingham,Member,Female,Dairy & Eggs,5.2,3,0.75,16.54,23/01/2025,14:18:38,Cash,15.75,0.07,1.11,7.1
THIRD-302555,M,Nottingham,Member,Male,Snacks,2.8,2,0.27,5.93,01/12/2025,17:45:14,Cash,5.65,0.17,0.96,8.5
THIRD-302556,P,Coventry,Member,Female,Beverages,3.71,7,1.25,27.55,29/07/2025,18:20:46,Mobile Wallet,26.24,0.13,3.44,6.4
THIRD-302557,N,Leicester,Member,Male,Personal Care,10.75,5,2.59,57.0,08/08/2025,11:39:35,Cash,54.28,0.21,11.51,6.9
THIRD-302558,M,Nottingham,Member,Male,Snacks,4.9,1,0.24,5.2,23/07/2025,12:20:07,Mobile Wallet,4.95,0.17,0.85,5.5
THIRD-302559,N,Leicester,Member,Male,Snacks,2.26,9,0.98,21.54,04/12/2025,15:29:54,Debit Card,20.51,0.17,3.52,8.7
THIRD-302560,M,Nottingham,Member,Female,Baby Products,23.51,9,10.17,224.34,07/07/2025,11:06:47,Cash,213.66,0.18,38.83,7.1
THIRD-302561,M,Nottingham,Normal,Male,Personal Care,18.58,2,1.79,39.41,22/07/2025,20:26:31,Cash,37.53,0.21,7.96,6.0
THIRD-302562,P,Coventry,Member,Male,Household,11.55,4,2.22,48.99,10/12/2025,14:49:46,Credit Card,46.66,0.19,8.95,7.3
THIRD-302563,M,Nottingham,Member,Male,Frozen Foods,13.7,7,4.61,101.64,17/07/2025,18:29:52,Debit Card,96.8,0.1,9.77,6.2
THIRD-302564,P,Coventry,Normal,Male,Baby Products,22.67,3,3.27,72.1,16/06/2025,19:03:21,Credit Card,68.67,0.18,12.48,8.2
THIRD-302565,P,Coventry,Member,Female,Dairy & Eggs,4.25,6,1.23,27.06,09/02/2025,12:22:02,Debit Card,25.77,0.07,1.82,6.2
THIRD-302566,M,Nottingham,Normal,Female,Personal Care,25.14,4,4.83,106.59,29/08/2025,19:19:25,Cash,101.51,0.21,21.52,4.7
THIRD-302567,P,Coventry,Normal,Male,Baby Products,17.34,1,0.83,18.38,02/07/2025,20:49:36,Mobile Wallet,17.5,0.18,3.18,6.3
THIRD-302568,M,Nottingham,Member,Female,Beverages,4.1,4,0.79,17.38,11/07/2025,10:58:58,Debit Card,16.55,0.13,2.17,5.3
THIRD-302569,P,Coventry,Normal,Female,Fresh Produce,10.63,1,0.51,11.27,20/01/2025,12:50:44,Credit Card,10.73,0.08,0.87,6.3
THIRD-302570,M,Nottingham,Normal,Male,Beverages,4.64,8,1.78,39.33,24/09/2025,11:50:08,Cash,37.46,0.13,4.92,7.5
THIRD-302571,M,Nottingham,Normal,Female,Frozen Foods,3.07,8,1.18,26.02,07/02/2025,10:53:21,Cash,24.78,0.1,2.5,8.2
THIRD-302572,P,Coventry,Normal,Male,Personal Care,28.57,1,1.37,30.28,08/12/2025,16:59:10,Cash,28.84,0.21,6.12,6.4
THIRD-302573,P,Coventry,Member,Female,Baby Products,41.14,3,5.93,130.84,20/02/2025,13:58:42,Cash,124.61,0.18,22.64,5.4
THIRD-302574,M,Nottingham,Normal,Male,Bakery,5.76,11,3.05,67.19,12/02/2025,19:26:19,Mobile Wallet,63.99,0.11,7.1,5.2
THIRD-302575,N,Leicester,Member,Female,Beverages,11.48,6,3.31,73.03,17/03/2025,17:30:27,Mobile Wallet,69.55,0.13,9.13,6.0
THIRD-302576,N,Leicester,Member,Female,Dairy & Eggs,6.29,7,2.12,46.69,23/10/2025,17:00:27,Credit Card,44.47,0.07,3.14,5.6
THIRD-302577,M,Nottingham,Member,Male,Personal Care,22.27,9,9.63,212.44,05/08/2025,20:14:36,Debit Card,202.32,0.21,42.89,6.5
THIRD-302578,N,Leicester,Member,Male,Dairy & Eggs,3.14,3,0.45,9.99,01/04/2025,15:19:48,Debit Card,9.51,0.07,0.67,6.7
THIRD-302579,N,Leicester,Normal,Male,Baby Products,25.13,1,1.21,26.64,08/07/2025,20:35:12,Credit Card,25.37,0.18,4.61,6.3
THIRD-302580,P,Coventry,Normal,Male,Dairy & Eggs,5.54,2,0.53,11.75,30/03/2025,14:55:54,Debit Card,11.19,0.07,0.8,7.9
THIRD-302581,P,Coventry,Normal,Male,Bakery,5.98,7,2.01,44.37,26/10/2025,19:49:40,Credit Card,42.26,0.11,4.7,7.2
THIRD-302582,M,Nottingham,Member,Male,Frozen Foods,5.06,13,3.17,69.8,26/06/2025,10:58:52,Mobile Wallet,66.48,0.1,6.71,6.3
THIRD-302583,P,Coventry,Normal,Female,Household,8.55,6,2.47,54.38,14/03/2025,19:56:04,Mobile Wallet,51.79,0.19,9.93,7.7
THIRD-302584,P,Coventry,Normal,Female,Snacks,4.05,9,1.75,38.6,05/08/2025,13:31:52,Cash,36.76,0.17,6.31,7.7
THIRD-302585,P,Coventry,Normal,Female,Frozen Foods,4.13,5,0.99,21.88,15/12/2025,20:28:28,Mobile Wallet,20.84,0.1,2.11,7.7
THIRD-302586,M,Nottingham,Member,Female,Dairy & Eggs,6.61,6,1.91,42.07,11/04/2025,13:12:11,Credit Card,40.07,0.07,2.83,5.9
THIRD-302587,N,Leicester,Normal,Male,Beverages,9.59,9,4.15,91.49,28/08/2025,11:58:38,Debit Card,87.13,0.13,11.44,5.6
THIRD-302588,N,Leicester,Member,Male,Personal Care,19.43,4,3.74,82.38,10/03/2025,13:39:10,Credit Card,78.46,0.21,16.63,5.4
THIRD-302589,P,Coventry,Normal,Female,Personal Care,29.97,1,1.44,31.77,27/12/2025,16:16:37,Debit Card,30.26,0.21,6.41,4.0
THIRD-302590,P,Coventry,Member,Female,Snacks,3.91,8,1.5,33.16,03/02/2025,17:21:56,Credit Card,31.58,0.17,5.42,4.2
THIRD-302591,M,Nottingham,Member,Female,Health & Wellness,26.95,1,1.3,28.57,04/09/2025,10:08:16,Cash,27.21,0.24,6.59,7.8
THIRD-302592,M,Nottingham,Normal,Male,Snacks,4.4,9,1.9,41.97,30/09/2025,16:32:13,Cash,39.97,0.17,6.86,7.4
THIRD-302593,P,Coventry,Normal,Male,Dairy & Eggs,6.51,9,2.82,62.12,23/08/2025,12:52:05,Credit Card,59.16,0.07,4.18,6.4
THIRD-302594,N,Leicester,Normal,Male,Personal Care,23.63,2,2.27,50.1,24/04/2025,14:54:15,Mobile Wallet,47.71,0.21,10.11,6.1
THIRD-302595,N,Leicester,Normal,Female,Snacks,3.03,1,0.15,3.21,11/02/2025,09:01:54,Debit Card,3.06,0.17,0.52,4.1
THIRD-302596,N,Leicester,Normal,Female,Health & Wellness,35.6,5,8.56,188.7,15/02/2025,13:24:49,Credit Card,179.71,0.24,43.54,7.8
THIRD-302597,N,Leicester,Member,Female,Health & Wellness,32.93,7,11.08,244.34,29/10/2025,17:36:02,Credit Card,232.7,0.24,56.38,6.3
THIRD-302598,M,Nottingham,Normal,Male,Household,13.82,7,4.65,102.56,20/08/2025,14:02:33,Debit Card,97.68,0.19,18.74,5.2
THIRD-302599,M,Nottingham,Member,Female,Frozen Foods,11.37,11,6.01,132.55,08/01/2025,17:34:32,Mobile Wallet,126.24,0.1,12.74,7.4
THIRD-302600,N,Leicester,Member,Female,Frozen Foods,16.15,7,5.44,119.86,15/11/2025,19:26:16,Debit Card,114.15,0.1,11.52,6.6
THIRD-302601,P,Coventry,Member,Female,Beverages,6.56,1,0.32,6.96,08/01/2025,17:07:47,Cash,6.63,0.13,0.87,8.0
THIRD-302602,P,Coventry,Normal,Male,Fresh Produce,4.54,4,0.87,19.27,02/11/2025,12:39:58,Debit Card,18.35,0.08,1.48,6.3
THIRD-302603,N,Leicester,Normal,Male,Health & Wellness,15.22,2,1.46,32.26,07/08/2025,17:06:34,Debit Card,30.72,0.24,7.44,5.6
THIRD-302604,M,Nottingham,Normal,Female,Personal Care,13.98,4,2.69,59.27,11/12/2025,15:19:35,Credit Card,56.45,0.21,11.97,4.9
THIRD-302605,N,Leicester,Normal,Male,Bakery,2.2,3,0.32,7.01,07/03/2025,11:10:47,Mobile Wallet,6.68,0.11,0.74,4.9
THIRD-302606,M,Nottingham,Normal,Male,Baby Products,30.22,4,5.81,128.15,24/12/2025,15:30:49,Mobile Wallet,122.05,0.18,22.18,5.7
THIRD-302607,M,Nottingham,Member,Female,Household,14.18,10,6.82,150.28,07/01/2025,09:37:34,Mobile Wallet,143.12,0.19,27.45,7.4
THIRD-302608,P,Coventry,Normal,Male,Beverages,3.37,2,0.32,7.14,05/09/2025,13:42:24,Cash,6.8,0.13,0.89,7.3
THIRD-302609,M,Nottingham,Member,Female,Frozen Foods,17.25,5,4.15,91.46,15/06/2025,15:59:39,Mobile Wallet,87.1,0.1,8.79,7.6
THIRD-302610,N,Leicester,Normal,Female,Health & Wellness,16.64,3,2.4,52.92,08/12/2025,14:02:26,Mobile Wallet,50.4,0.24,12.21,5.0
THIRD-302611,M,Nottingham,Member,Female,Personal Care,22.88,4,4.4,97.02,09/04/2025,16:16:10,Debit Card,92.4,0.21,19.59,6.6
THIRD-302612,M,Nottingham,Member,Male,Dairy & Eggs,4.25,3,0.61,13.52,04/12/2025,15:31:01,Debit Card,12.88,0.07,0.91,7.7
THIRD-302613,M,Nottingham,Normal,Female,Beverages,1.35,3,0.2,4.3,14/06/2025,14:54:23,Credit Card,4.1,0.13,0.54,7.0
THIRD-302614,N,Leicester,Normal,Male,Frozen Foods,2.6,4,0.5,11.02,18/06/2025,16:10:26,Credit Card,10.5,0.1,1.06,5.1
THIRD-302615,N,Leicester,Normal,Female,Bakery,6.19,8,2.38,52.48,15/08/2025,17:39:23,Cash,49.98,0.11,5.55,6.4
THIRD-302616,M,Nottingham,Member,Male,Health & Wellness,13.51,2,1.3,28.64,22/10/2025,10:03:02,Credit Card,27.28,0.24,6.61,7.0
THIRD-302617,P,Coventry,Member,Female,Personal Care,18.67,3,2.69,59.37,04/06/2025,12:42:54,Mobile Wallet,56.54,0.21,11.99,6.4
THIRD-302618,M,Nottingham,Normal,Male,Personal Care,23.44,9,10.14,223.65,20/03/2025,19:35:18,Debit Card,213.0,0.21,45.16,6.5
THIRD-302619,N,Leicester,Member,Male,Personal Care,23.96,2,2.3,50.8,28/07/2025,20:40:03,Debit Card,48.38,0.21,10.26,7.1
THIRD-302620,P,Coventry,Member,Female,Household,4.37,5,1.05,23.15,27/09/2025,11:36:16,Debit Card,22.05,0.19,4.23,8.1
THIRD-302621,P,Coventry,Member,Male,Household,16.47,6,4.75,104.78,13/08/2025,17:22:22,Mobile Wallet,99.79,0.19,19.14,6.3
THIRD-302622,M,Nottingham,Member,Female,Snacks,3.22,3,0.47,10.26,24/01/2025,19:41:36,Debit Card,9.76,0.17,1.67,6.5
THIRD-302623,N,Leicester,Normal,Male,Household,20.72,11,10.96,241.58,15/11/2025,16:10:41,Credit Card,230.08,0.19,44.13,7.2
THIRD-302624,N,Leicester,Member,Female,Snacks,5.23,8,2.01,44.36,24/03/2025,21:08:10,Mobile Wallet,42.25,0.17,7.25,7.2
THIRD-302625,P,Coventry,Normal,Male,Baby Products,8.21,1,0.39,8.69,09/06/2025,14:12:14,Cash,8.28,0.18,1.51,5.0
THIRD-302626,N,Leicester,Member,Male,Bakery,2.54,9,1.1,24.21,12/04/2025,09:34:40,Credit Card,23.06,0.11,2.57,8.7
THIRD-302627,N,Leicester,Normal,Male,Baby Products,19.23,4,3.7,81.54,02/02/2025,08:37:57,Debit Card,77.66,0.18,14.11,5.1
THIRD-302628,M,Nottingham,Normal,Female,Snacks,3.46,6,1.0,22.03,03/09/2025,13:43:29,Debit Card,20.98,0.17,3.6,6.5
THIRD-302629,M,Nottingham,Member,Male,Frozen Foods,10.72,2,1.03,22.73,14/08/2025,17:30:13,Mobile Wallet,21.65,0.1,2.18,6.8
THIRD-302630,N,Leicester,Normal,Female,Bakery,6.98,7,2.35,51.79,17/09/2025,17:30:40,Debit Card,49.32,0.11,5.48,7.3
THIRD-302631,N,Leicester,Normal,Male,Personal Care,6.74,6,1.94,42.86,17/08/2025,15:16:41,Credit Card,40.82,0.21,8.65,5.6
THIRD-302632,N,Leicester,Member,Male,Bakery,6.99,2,0.67,14.82,04/06/2025,19:13:09,Credit Card,14.11,0.11,1.57,6.2
THIRD-302633,P,Coventry,Member,Male,Fresh Produce,2.59,10,1.25,27.46,16/01/2025,11:10:08,Cash,26.14,0.08,2.11,6.8
THIRD-302634,M,Nottingham,Normal,Female,Health & Wellness,9.72,13,6.08,134.01,20/04/2025,11:17:39,Credit Card,127.63,0.24,30.92,7.4
THIRD-302635,P,Coventry,Normal,Male,Baby Products,6.73,4,1.29,28.53,01/05/2025,12:09:25,Credit Card,27.17,0.18,4.94,7.2
THIRD-302636,P,Coventry,Member,Male,Frozen Foods,9.82,8,3.78,83.26,19/12/2025,18:59:38,Credit Card,79.3,0.1,8.0,8.7
THIRD-302637,M,Nottingham,Normal,Female,Frozen Foods,6.44,7,2.17,47.78,29/11/2025,17:09:21,Mobile Wallet,45.5,0.1,4.59,8.3
THIRD-302638,M,Nottingham,Normal,Male,Dairy & Eggs,5.34,5,1.28,28.28,29/05/2025,17:33:48,Cash,26.93,0.07,1.91,5.5
THIRD-302639,N,Leicester,Normal,Male,Fresh Produce,7.73,1,0.37,8.19,09/05/2025,16:18:48,Credit Card,7.8,0.08,0.63,6.2
THIRD-302640,N,Leicester,Member,Male,Health & Wellness,13.78,1,0.66,14.61,12/07/2025,14:56:23,Mobile Wallet,13.91,0.24,3.37,8.5
THIRD-302641,P,Coventry,Normal,Male,Personal Care,25.58,8,9.84,216.97,14/05/2025,10:41:12,Mobile Wallet,206.64,0.21,43.81,8.4
THIRD-302642,M,Nottingham,Normal,Male,Beverages,7.25,1,0.35,7.69,27/10/2025,15:53:01,Credit Card,7.32,0.13,0.96,6.9
THIRD-302643,M,Nottingham,Member,Male,Snacks,5.39,6,1.55,34.26,04/01/2025,10:22:39,Debit Card,32.63,0.17,5.6,7.0
THIRD-302644,P,Coventry,Normal,Male,Household,19.8,2,1.9,41.98,22/12/2025,16:43:54,Cash,39.98,0.19,7.67,7.5
THIRD-302645,N,Leicester,Normal,Female,Beverages,7.11,6,2.05,45.24,25/01/2025,13:42:15,Mobile Wallet,43.09,0.13,5.66,7.0
THIRD-302646,P,Coventry,Member,Female,Personal Care,26.88,1,1.29,28.5,07/12/2025,19:56:32,Credit Card,27.14,0.21,5.76,5.8
THIRD-302647,P,Coventry,Member,Male,Frozen Foods,15.69,4,3.02,66.55,17/04/2025,21:48:30,Credit Card,63.38,0.1,6.4,7.1
THIRD-302648,N,Leicester,Member,Female,Household,5.84,10,2.81,61.96,03/02/2025,12:51:05,Mobile Wallet,59.01,0.19,11.32,7.6
THIRD-302649,N,Leicester,Member,Male,Personal Care,16.72,9,7.24,159.56,15/04/2025,18:25:36,Debit Card,151.96,0.21,32.21,5.2
THIRD-302650,M,Nottingham,Member,Male,Health & Wellness,41.05,2,3.95,87.03,19/08/2025,12:26:21,Credit Card,82.89,0.24,20.09,6.8
THIRD-302651,N,Leicester,Member,Male,Frozen Foods,12.73,10,6.12,134.95,07/09/2025,18:38:10,Mobile Wallet,128.52,0.1,12.97,6.3
THIRD-302652,M,Nottingham,Normal,Female,Household,12.77,1,0.61,13.53,30/11/2025,11:10:34,Debit Card,12.89,0.19,2.47,7.9
THIRD-302653,M,Nottingham,Member,Male,Baby Products,11.72,5,2.82,62.13,23/04/2025,11:36:00,Credit Card,59.17,0.18,10.75,6.0
THIRD-302654,M,Nottingham,Member,Female,Baby Products,35.66,3,5.14,113.41,14/04/2025,12:11:08,Credit Card,108.01,0.18,19.63,8.0
THIRD-302655,P,Coventry,Member,Female,Frozen Foods,10.95,4,2.11,46.44,30/04/2025,21:42:37,Debit Card,44.23,0.1,4.46,6.6
THIRD-302656,P,Coventry,Normal,Male,Snacks,6.07,1,0.29,6.44,23/05/2025,16:06:43,Mobile Wallet,6.13,0.17,1.05,9.2
THIRD-302657,M,Nottingham,Normal,Female,Fresh Produce,11.19,9,4.84,106.76,18/06/2025,21:28:52,Mobile Wallet,101.68,0.08,8.22,7.2
THIRD-302658,P,Coventry,Normal,Male,Bakery,2.59,2,0.25,5.49,25/07/2025,18:53:05,Mobile Wallet,5.23,0.11,0.58,6.9
THIRD-302659,N,Leicester,Member,Male,Frozen Foods,17.84,9,7.72,170.17,31/08/2025,12:52:25,Mobile Wallet,162.07,0.1,16.37,7.5
THIRD-302660,N,Leicester,Normal,Female,Fresh Produce,11.94,5,2.87,63.28,30/12/2025,18:24:51,Debit Card,60.27,0.08,4.87,7.4
THIRD-302661,P,Coventry,Normal,Male,Household,10.14,1,0.49,10.75,20/10/2025,20:18:55,Cash,10.24,0.19,1.96,7.7
THIRD-302662,P,Coventry,Member,Female,Snacks,6.8,2,0.65,14.42,13/08/2025,14:17:18,Debit Card,13.73,0.17,2.35,6.7
THIRD-302663,N,Leicester,Member,Female,Dairy & Eggs,4.42,5,1.06,23.43,16/12/2025,17:44:00,Mobile Wallet,22.31,0.07,1.58,7.6
THIRD-302664,P,Coventry,Normal,Male,Bakery,9.01,7,3.03,66.83,02/07/2025,17:47:16,Cash,63.65,0.11,7.07,7.8
THIRD-302665,N,Leicester,Member,Female,Baby Products,7.16,3,1.03,22.75,16/07/2025,16:29:07,Credit Card,21.67,0.18,3.94,8.3
THIRD-302666,P,Coventry,Member,Female,Frozen Foods,14.02,2,1.35,29.73,23/01/2025,17:34:06,Debit Card,28.31,0.1,2.86,5.0
THIRD-302667,M,Nottingham,Member,Female,Health & Wellness,8.35,12,4.82,106.24,11/01/2025,17:15:50,Cash,101.18,0.24,24.52,7.7
THIRD-302668,P,Coventry,Member,Female,Dairy & Eggs,8.72,3,1.26,27.72,16/07/2025,09:44:16,Debit Card,26.4,0.07,1.87,7.0
THIRD-302669,P,Coventry,Member,Female,Personal Care,14.94,5,3.59,79.21,28/12/2025,14:21:11,Debit Card,75.44,0.21,16.0,4.5
THIRD-302670,M,Nottingham,Member,Male,Personal Care,18.82,1,0.91,19.96,28/08/2025,19:34:30,Debit Card,19.01,0.21,4.03,6.3
THIRD-302671,P,Coventry,Normal,Female,Fresh Produce,9.37,3,1.35,29.8,13/02/2025,21:33:42,Debit Card,28.38,0.08,2.29,5.8
THIRD-302672,M,Nottingham,Member,Female,Frozen Foods,10.29,5,2.47,54.52,24/06/2025,14:08:55,Mobile Wallet,51.92,0.1,5.25,9.3
THIRD-302673,P,Coventry,Normal,Female,Health & Wellness,35.04,1,1.68,37.14,23/01/2025,09:51:39,Debit Card,35.37,0.24,8.58,7.3
THIRD-302674,P,Coventry,Normal,Male,Fresh Produce,7.59,1,0.36,8.04,25/05/2025,16:53:17,Credit Card,7.66,0.08,0.61,4.0
THIRD-302675,N,Leicester,Member,Female,Health & Wellness,20.38,2,1.96,43.22,26/10/2025,16:17:09,Credit Card,41.16,0.24,9.97,8.1
THIRD-302676,M,Nottingham,Normal,Male,Health & Wellness,20.94,8,8.05,177.54,18/07/2025,18:24:01,Debit Card,169.09,0.24,40.97,6.8
THIRD-302677,M,Nottingham,Normal,Male,Baby Products,36.75,2,3.53,77.92,22/01/2025,14:25:47,Debit Card,74.21,0.18,13.48,6.6
THIRD-302678,N,Leicester,Normal,Male,Beverages,8.3,7,2.79,61.58,22/11/2025,13:29:51,Cash,58.65,0.13,7.7,6.9
THIRD-302679,P,Coventry,Member,Female,Beverages,14.03,5,3.37,74.36,21/08/2025,19:16:33,Cash,70.82,0.13,9.3,8.0
THIRD-302680,P,Coventry,Member,Male,Fresh Produce,2.6,2,0.25,5.51,24/04/2025,11:28:00,Mobile Wallet,5.25,0.08,0.42,7.1
THIRD-302681,M,Nottingham,Normal,Male,Beverages,7.16,2,0.69,15.17,10/04/2025,16:23:34,Cash,14.45,0.13,1.9,7.2
THIRD-302682,P,Coventry,Normal,Male,Beverages,12.43,3,1.79,39.52,30/10/2025,11:42:39,Debit Card,37.64,0.13,4.94,5.2
THIRD-302683,P,Coventry,Member,Female,Fresh Produce,6.01,4,1.16,25.49,07/02/2025,13:03:26,Debit Card,24.28,0.08,1.96,6.2
THIRD-302684,N,Leicester,Normal,Female,Frozen Foods,8.11,7,2.73,60.2,07/01/2025,19:41:12,Credit Card,57.33,0.1,5.79,7.4
THIRD-302685,N,Leicester,Member,Male,Household,13.78,5,3.31,73.04,15/06/2025,11:43:38,Credit Card,69.56,0.19,13.35,7.3
THIRD-302686,M,Nottingham,Member,Male,Fresh Produce,2.78,7,0.93,20.6,19/01/2025,10:58:38,Cash,19.62,0.08,1.59,6.2
THIRD-302687,N,Leicester,Normal,Male,Health & Wellness,28.16,4,5.42,119.43,22/03/2025,18:29:43,Debit Card,113.74,0.24,27.56,5.5
THIRD-302688,N,Leicester,Member,Female,Snacks,3.16,4,0.61,13.41,03/07/2025,09:07:02,Credit Card,12.77,0.17,2.19,5.9
THIRD-302689,M,Nottingham,Member,Male,Bakery,8.63,2,0.83,18.3,16/03/2025,12:58:23,Credit Card,17.43,0.11,1.94,7.3
THIRD-302690,N,Leicester,Normal,Male,Dairy & Eggs,3.72,3,0.54,11.84,19/02/2025,12:03:55,Debit Card,11.28,0.07,0.8,6.9
THIRD-302691,M,Nottingham,Member,Male,Health & Wellness,30.89,9,13.37,294.7,31/07/2025,13:23:01,Mobile Wallet,280.67,0.24,68.0,6.3
THIRD-302692,P,Coventry,Normal,Male,Dairy & Eggs,4.73,7,1.59,35.11,24/02/2025,18:04:33,Mobile Wallet,33.44,0.07,2.36,7.1
THIRD-302693,P,Coventry,Normal,Male,Snacks,5.64,2,0.54,11.95,16/03/2025,17:59:46,Debit Card,11.38,0.17,1.95,5.7
THIRD-302694,N,Leicester,Normal,Female,Beverages,13.71,2,1.32,29.06,08/11/2025,12:03:53,Debit Card,27.68,0.13,3.64,6.5
